id,content
09559,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (13-15) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09560,สวัสดีค่ะหนูอยากได้ไฟทางค่ะมึดจังเลยค่ะ.แยกตึกชัย.ถนนพระรามหกค่ะตรงข้ามซอยสวนเงินทั่งสองฝั่งเลยค่ะ (ทีมแอดมินกลาง)
09561,มีปัญหาครับคือหมู่บ้านลาดกระบัง34/6 เวลาฝนตกน้ำท่วมมากๆเลยครับท่วมแบบนอนไม่ได้เลย ทางชาวบ้านมีการเรียกเก็บเงินกันแทบจะทุกหลังคาเรือนเพื่อเอาไปเติมน้ำมันเครื่องปั๊มน้ำให้น้ำระบาย ยิ่งตกเยอะยิ่งเสียเงินเยอะมากไปเรื่อยๆ ช่วงแรกเก็บ100-200 ช่วงนี้เริ่มเก็บทีละ300ครับ มันไม่ไหวอ่ะครับ ทำงานค่าแรงวันละ320 เอามาจ่ายค่าน้ำมันเพื่อสูบน้ำออกไป เหลือ20บาทอยู่ไหวหรอครับทั้งครอบครัวอ่ะ
09562,เอาไฟจราจรออกไปด้วยครับ ไหนๆก็ไม่มีหวังทำถนนตรงเกาะกลางให้ดีขึ้นได้ ผมจะได้ไม่ต้องมาทางนี้อีก
09563,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (10-12) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09564,อาจารย์คะขอถนนถาวรและท่อระบายน้ำบริเวณด้านหลัง สน.บางยี่ขัน เดือดร้อนมากเลยคะ น้ำขังอยู่ในบ้านตลอดเลยคะ (ทีมแอดมินกลาง)
09565,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (8-9) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09566,ขอใหัท่านช่วยแมวจรที่ซอยสุขุมวิท101/1ด้วยคะมีเยอะมาก ขอบคุณมากคะ (ทีมแอดมินกลาง)
09567,"3. ชุมชนคนไร้เสียง 
 300 ถนนพระราม9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพ 10310"
09568,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (6-7) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09569,ร้านอาหาร/บ้านหลังนี้ มีการนำเครื่องกีดขวางจราจรวางหน้าบ้าร เพื่อไม่ให้คนอื่นจอด ซึ่งเป็นที่สาธารณะ การแจ้งครั้งนี้เป็นการแจ้งครั้งที่3 ควรมีการดำเนินอย่างจริงจังครับ
09570,อธิบายเรื่องการรุกล้ำพื้นที่ฟุตบาท ของร้านค้าค่ะ จักรยานยนต์ไม่ใช่ประเด็นหลักของเรื่องนี้
09571,ด้านท้ายตลาดสดธนบุรี ถ.สวนผัก กำลังก่อสร้างทางเข้าออกตลาด ซึ่งทิศทางเข้าออก ตรงกับต้นไม้ใหญ่ริมฟุตบาท
09572,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (4-5) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09573,"จุดเสี่ยง จราจร ,ซ้ำซาก
 วันที่ 02 ส.ค ถ.สุขุมวิท3 รถมากกว่า 20 คัน (1-3) ลักลอบจอดในที่ห้ามจอดตลอดเวลา ด้านซ้าย เสียช่องถนนจราจรไป 1 เลนจาก 4 เลน
 รถติดมากๆ"
09574,1. ช่วยมาลอกคลองหน่อยได้ไหม ผัดตบชวาเต็มเรย ปกติจะมีมาลอกทุกปี แต่ปีนี้ไม่มีมาเรย รบกวนหน่อยนะค่า เนื่องจากพอคลองสูง น้ำไม่ระบาย ทำให้น้ำท่วมถนนในซอยค่า
09575,ถนนเป็นหลุมบ่อ ดำเนินการซ่อมแล้ว แต่กลับมาเป็นเหมือนเดิม
09576,"จุดเสี่ยง จราจร ซ้ำซาก
 วันที่ 02 ส.ค. 
 สี่แยกมิตรสัมพันธ์ ถนนสุขุมวิท3 รถวิ่งทางเดียว 4 ช่องการจราจร มีรถลักลอบจอดบนคอสะพานข้ามคลองแสนแสบ รถติดมากเพราะช่องจราจรเสียไป 25% สอง ส.น. ปฎิเสธเป็นเขตรับผิดชอบ แนวเขตคลองพอดี จึงไม่มีเจ้าหน้าที่มาบังคับใช้กฎหมาย คงต้องเชิญตำรวจน้ำมาดู"
09577,อยากทราบว่าทำไมหมู่บ้านนี้ถึงน้ำขังตลอด นานมากกว่าจะลด ฝนหยุดตั้งแต่เมื่อคืน ตอนนี้ สามโมงครึ่งยังไม่ลดเลย อยากทราบว่าปัญหามันอยู่ตรงไหนครับ แก้ด้วยการสูบน้ำมันก็ปลายเหตุอะ แค่อยากทราบวาเหตุครับ ชินแล้ว
09578,ซอยนี้เวลาฝนตกน้ำจะท่วม ซอยมืด และท่ออยุ่กลางถนน อันตรายสำฟรับมอเตอร์ไซค์มาก
09579,ขณะนี้กลิ่นเหม็นสารเคมีกำลังคละคลุ้งอยู่บริเวณหน้าบ้านและกำลังลอยเข้ามาในบ้านจากด้านที่ติดกับบ้านเลขที่ 99/70 และ 99/72 ซอยนางลิ้นจี่3 เป็นประจำเหมือนทุกวันที่ผ่านมา ต้องเปิดพัดลมไล่กลิ่นเหม็นออกไปต้องเปลืองไฟไปกับสิ่งที่คนอื่นทำ เราต้องอยู่ด้วยความอดทนกับเรื่องแบบนี้มานานกว่าครึ่งปีแล้ว คนที่ปล่อยกลิ่นเหม็นมาทุกวันก็ไม่มีเกรงกลัวหรือเกรงใจใครอยากจะทำอะไรก็ทำ แล้วกลิ่นเหม็นนี้ก็จะถูกปล่อยออกมายาวนานถึงดึกดื่น จะทำอย่างไรดี เดี๋ยวกลิ่นเหม็นก็จะถูกปล่อยมาตรงจุดอื่นๆอีกไม่มีว่างเว้น
09580,"จุดเสี่ยง จราจร ซ้ำซาก
 วันที่ 02 ส.ค. 
 สี่แยกมิตรสัมพันธ์ ถนนสุขุมวิท3 รถวิ่งทางเดียว 4 ช่องการจราจร มีรถลักลอบจอดในที่ห้ามจอดตลอดเวลา ทั้งบนคอสะพานข้ามคลองแสนแสบ รถติดมากเพราะช่องจราจรเสียไป 25% สอง ส.น. ปฎิเสธเป็นเขตรับผิดชอบ จึงไม่มีเจ้าหน้าที่มาบังคับใช้กฎหมาย"
09581,หน้าบ้านเลขที่69/574 504 อยากให้มาเท่มิกให้เป็นหลุมอันตรายมาก
09582,เสาไฟชำรุด ปล่อยสายไฟอาจจะเกิดอันตรายไฟรั่วมและไม่เรียบร้อย
09583,ฝนตกนานทีไร หรือ ถ้าน้ำในคลองบ้านม้าจะล้น น้ำจะไหลจากคลองผ่านลำรางสาธารณะมาทางด้านหลังซอยพัฒนาการ 69 ลงถนน ไปลงบึงที่เป็นแก้มลึงของกทม.ในหมู่บ้านเมืองทองการ์เดนท์ สูบน้ำมันก็วน ด้านหลัง ท้ายซอย69 ก็น้ำท่วมสูง ตอสะพานก็ท่วม ช่วยแก้ปัญหาหน่อยค่ะ หมู่บ้านเหมือนเป็นเกาะ เข้าออกยากค่ะ
09584,"ท้ายซอยพัฒนาการ53 
 ที่ออกมอเตอร์เวย์ 
 ท่วมตั้งแต่เช้าแล้วคับ"
09585,มีมิจฉาชีพแอบอ้างเป็น Central มาหลอกลวงให้โอนเงินทำธุรกรรมเพื่อเพิ่มยอดขายครับ
09586,พอดีจะแจ้งเรื่อง น้ำท่วมขัง บริเวณ พัฒนาการซอย 76-78 ครับ
09587,น้ำท่วมถนน รอระบาย จนเข้ามาในบ้าน2รอบแล้วในเดือนเดียวค่ะ
09588,แจ้งเรื่องใหม่แต่เป็นเรื่องเดิม โดนไล่ที่จอดรถริมถนน ช่วงประมาน 19.00 - 21.00 น. โดนเจ้าของตึกแถวอ้างว่าเป็นที่จอดประจำ จนต้องกระเด็นมาจอดซ้อนคันแล้วเปิดไฟกระพริบ
09589,ขอร่วมเป็นพลังทำให้กรุงเทพฯ ดีกว่าเดิม ร่วมบอกความฝันที่อยากให้เมือดีขึ้น หรือแจ้งปัญหาที่อยากแก้ไขในพื้นที่เขตของเราพร้อมรายละเอียดดังนี้
09590,"เรื่อง น้ำท่วมและน้ำขังทุกครั้งที่ฝนตก ซอยสีหบุรานุกิจ9 มีนบุรี
 อยากให้มีการลอกท่อค่ะ เคยลอกเมื่อนานมาแล้ว ณ ปัจจุบันฝนตกแป๊บนึงก็ล้นท่อแล้วค่ะ 
 
 ภาพที่ส่งให้มีวัน เวลาในภาพนะคะ อาจไม่เรียงลำดับ"
09591,สำนักงานเขตหลักสี่ เบอร์โทรติดต่อไม่ได้ร่วมเดือน เช็คกับทางสำนักงานเขตกรุงเทพแจ้งว่าเบอร์โทรศัพท์เสีย เจ้าหน้าที่เองติดต่อประสานงานก็ไม่ค่อยได้
09592,แจ้งเพิ่มให้ลอกท่อบริเวณตรงต่างระดับในซอยเฉลิมพระเกียรติ ร.9 ซอย 62 หน้าหมู่บ้านเทพธานี ออกไปถึง หน้า ม.ไทม์โฮม เพราะจะทำให้สูบน้ำไหลลงคลองหวังกะ ใต้สะพานชั่วคราวได้เร็วขึ้น
09593,"1.น้ำท่วมถนนนวลจันทร์(ซึมตามท่อเข้าบ้านในซอยนวลจันทร์36)
 2.รูปภาพน้ำท่วมถนนหลัก และน้ำซึมทะลักเข้าบ้าน
 3.ถนน นวลจันทร์ละแวกซอย36"
09594,พื้นที่ก่อสร้างไม่มีการควบคุมงานที่ดี ก่อมลพิษทางเสียงอยู่เป็นประจำ คนป่วย คนที่ทำงานอยู่บ้านต้องถูกรบกวน น่าหงุดหงิดมาก ควรมีการใช้รถเฮี๊ยบยกของลงจากรถ เวลาขนย้ายก็ควรวางไม่ใช่โยน ทำบ่อยจนเป็นความเคยชิน นอกจากนี้ยังทำงานเลิกดึกดื่นประจำอีกด้วย และแจ้งหน่วยงานราชการไปก็เงียบ แต่ที่ไม่เงียบคือก่อสร้าง
09595,"ที่มาแก้ไขปัญหาขยะให้ครั้งก่อน โดยติดตั้งฉากกั้น ในซอยฉิมพลี 19 เขตตลิ่งชัน
 
 ตอนนี้ฉากพังแล้วค่ะ รบกวนแก้ไขด้วยค่ะ"
09596,ซอยคู้บอน 27 แยก 11 เข้ามาประมาณ 200 เมตร บริเวณหน้าโรงเรียนอนุบาลธรรมพิทักษ์ มีถนนที่น้ำท่วมขังเป็นประจำ เนื่องจากการประปานครหลวงเคยให้ผู้รับเหมามาขุดซ่อมท่อใต้ดิน เมื่อประมาณช่วงเดือนเมษายนถึงพฤษภาคม 2565 ที่ผ่านมา แต่ทำงานไม่เรียบร้อยจนถึงปัจจุบัน และคาดว่าท่อระบายน้ำริมถนนชำรุดหรือตัน จึงเกิดการท่วมขังดังกล่าว
09597,"สวัสดีครับท่าน,
 
 1. มีเรื่องร้องเรียน อยากให้ท่านประสานพิจารณาหน่อยครับ อยากให้ขยายเวลา เปิด-ปิด “ลานกีฬาพัฒน์ ๒” อุรุพงษ์ เขตราชเทวี จากเดิมเวลา 06:00-20:00 ซึ่งมันค่อยข้างเร็วเกินไปสำหรับเวลาปิด เนื่องจากผู้คนทำงานต้องการไปออกกำลังกาย แค่การเดินทางไปก็กินเวลาแล้ว เพราะเส้นนั้นรถติดมาก พอดีไปถึงวิ่งได้ไม่ถึงชั่วโมง ลานกีฬาก็ปิด อยากให้ท่านช่วยประสานพิจารณาขยายเวลาเปิด-ปิด เพื่อให้ประชาชนได้ออกกำลังกายเล่นกีฬา เพื่อสุขภาพที่ดีขึ้น ขอบคุณครับ"
09598,น้ำท่วมเข้าบ้านริมคลองพระยาสุเรนทร์ยังไม่มีใครมาดูเลย ไม่เหมือนตอนมาหาเสียงเลือกตั้งรับไหว้กันไม่ทันเลยช่วยมาดูหน่อยนะ
09599,ไฟส่องสว่างริมคลองพระยาสุเรนทร์ดับแจ้งไปหลายวันแล้วยังไม่มีการแก้ไข มีแต่ขึ้นสถานะว่ากำลังดำเนินการ ตอนนี้น้ำก็ท่วมเข้าบ้านอีกลำบากคูณสอง ผู้ที่มีหน้าที่รับผิดชอบทำอะไรกันอยู่
09600,อยากให้มีการเพิ่มทางข้ามม้าลายบริเวณซอย 01 กาญจนาภิเษก 39 เขตประเวศ เนื่องจากมีทางข้ามม้าลายเพียงจุดเดียวและเส้นของทางข้ามก็เลือนไป บวกกับรถวิ่งด้วยความไว ส่วนใหญ่เป็นรถบัส รถบรรทุกที่ขนของ จึงควรมีทางม้าลายที่มีไฟบอกชัดเจนเพิ่มอีก 1 จุด บริเวณประตูทางเข้าของนิคมอุตสาหกรรมอัญธานี
09601,จุดยูเทริน ก่อนถึงซอยอ่อนนุช59 มีน้ำขังไม่ระบาย แค่ช่วงเดียว เนื่องจากจุดนี้ท่อตัน จะน้ำขังตลอด อยากให้ลอกท่อค่ะ
09602,หลังบ้าน เป็นคลังเก็บสินค้า มีคู้คอนเทนเนอร์แช่เย็นอยู่ 2 ตู้ มีเสียงดังระดับเกระทบต่อการเรียนและการทำงานที่บ้าน และการนอนกลางคืนด้วยค่ะ
09603,น้ำท่วมคลองหนองงูเห่าหลักสี่น้ำไหลช้ามากเพรามีบ้านปลูกครอมคลองค่ะ
09604,แจ้งน้ำท่วมขังบริเวณซอยเฉลิมพระเกียรติ ร.9 ซอย 62 แยก 6 ครับ
09605,ก่อสร้าง ไม่มีผ้าคลุมหรืออะไรบังปิดกั้น ขี้ดิน ขี้ปูนปลิวไปบ้านข้างเรือนเคียง
09606,ขอความอนุเคราะห์ ขอยางมะตอยมาปิดหลุมบางหลุมของถนนให้ เดินทางสะดวกหน่อยครับ เพราะ พอฝนตก น้ำขังในหลุมเป็นอันตรายต่อรถจักรยานยนต์เวลากลางวันและกลางคืน สำหรับคนสัญจรไปมาครับ
09607,"ถนนรัชดาภิเษก หน้าปากซอยสุขุมวิท 16 รถฝ่าฝืนป้ายห้ามกลับรถ มีการกลับรถตลอดเวลาทั้งรถยนต์, รถมอเตอร์ไซต์และรถประจำทาง ซึ่งเป็นทางโค้งของอีกฝั่งที่มีรถมาเร็วและอันตราย แจ้งเรื่องเข้าไปแล้ว แต่ไม่มีการบังคับใช้เพิ่มเติมใด ๆ"
09608,"ขอร่วมเป็นพลังทำให้กรุงเทพฯ ดีกว่าเดิม ร่วมบอกความ ฝันที่อยากให้เมืองดีขึ้น หรือแจ้งปัญหาที่อยากแก้ไขในพื้นที่เขตของเราพร้อมรายละเอียดดังนี้
 1.น้ำท่วมขังนาน เนื่องจากท่อตัน"
09609,"สวัสดีค่ะ
 
 ขออนุญาตแจ้งเรื่อง
 ""สวนสุขภาพห้วยขวาง""
 
  สวนสุขภาพมืด ,ไม่มีหลอดไฟให้แสงสว่าง หลังจากพระอาทิตย์ตกดินค่ะ จึงไม่สามารถเข้าไปใช้บริการออกกำลังกายได้เลยค่ะ เพราะ กลัวเรื่องของความปลอดภัย
 
  จึงอยากขอรบกวนหน่วยงานที่เกี่ยวข้อง ช่วยกรุณาติดตั้ง หลอดไฟฟ้าให้แสงสว่างเพิ่มเติมให้ด้วยค่ะ"
09610,กระดานรายงานคะแนนผลการแข่งขันฟุตบอล ชำรุดหลายจุดทำให้เกิดการกระพริบตลอดเวลา มองไม่เห็นคะแนนและสัญลักษณ์ได้ชัดเจน
09611,อยากให้มาดูถนนซอยเชื่อมสัมพันธ์21หน่อยค่ะ ซอยติดถนนใหญ่ แต่ยังเป็นถนนดินแดงอยู่เลย ฝนตกทีเละมากค่ะ นะครับ
09612,ท่อยังตันอยู่ มีเศษดินและหิน กองในท่อระบายน้ำ กทม และบล็อกท่อระบายจากบ้าน รวมถึงท่อเขื่อมไปท่อหลักของ กทม เอง ด้วยท่ออยู่ในระดับเดียวกันหมด
09613,รามอินทรา39น้ำท่วมหนักมากมา2วันนักเรียนเข้าออกลำบาก
09614,ขอความอนุเคาระห์ให้ผู้ที่เกี่ยวข้องช่วยขุดลอกคลองหวังกะ แขวงดอกไม้ เขตประเวศ ให้หน่อยครับ เพื่อให้ทางเดินน้ำระบายได้ดีขึ้น (ภาพถ่ายจากสะพานข้ามคลองชั่วคราว ที่อยู่ในซอยเฉลิมพระเกียรติ ร.9 ซอย 62 วันที่ 2 ส.ค.65 เวลา 13.30 น.) ขอบคุณมากครับ
09615,จุดที่ร้องเรียน คือหน้า คอนโดยู เกษตร-นวมินทร์ ระหว่างซ ลาดปลาเค้า 56/1- ลาดปลาเค้า 60 และปัญหาจะเกิดช่วงเช้า ตอนจราจรขาเข้าเมืองหนาแน่นครับ
09616,สุขุมวิท 39 ตรงโค้งหน้า center point มีพื้นผิวถนนไม่เรียบ มีหลุมใหญ่มากหลายวันแล้วค่ะ รถเล็กกระแทกแรงมาก และทำให้รถติดทั้งเช้าและเย็นเพราะรถต้องชะลอตัวค่ะ
09617,1.น้ำท่วมสูงทุกครั้งที่ฝนตกในหมู่ย้าน เมืองทอง2/2 พัฒนาการ61
09618,https://www.facebook.com/samrujlok/posts/pfbid02VZ3w424kBZMQSnhoogrKmgKJRjrpKwHdNRpZ3441meVZT6GnjNojaN6bSUeDxoPGl
09619,ตำรวจดักจับรถที่สี่แยกวิสุทธิกษัตริย์ ทำให้เกิดรถติด กีดขวางการจราจร
09620,"หลังหมู่บ้านนักกีฬาท่วมหนักมาก หมู่บ้านสูบน้ำลงคลอง ชาวบ้านริมคลอง ซอยก๋วยเตี๋ยววินเทจ น้ำท่วมเลยเข่า บ้านที่พื้นเตี้ยท่วมบ้านค่ะ
 จากปัญหาที่แจ้งไป คลองทับช้างบน หลังหมู่บ้านนักกีฬา คลองตื้นเขิน ไม่มีการลอกคลองมานานมาก ทำให้พอฝนตก คลองก็ไม่สามารถรับน้ำได้ ยิ่งพอสูบน้ำลงคลอง ชาวบ้านริมคลองรับผบกระทบโดยตรง น้ำท่วมทางเดิน ถนน ท่วมบ้านที่พื้นเตี้ย ต้องลุยน้ำกันออกมา"
09621,ฝาท่อระบายน้ำแตกยุบตัวบริเวณบ้าน21/17 ซ นวลจันทร์ 50 แจ้งไปตั้งแต่มิถุนายน เป็นด้วยกันหลายฝาในซอยนวลจันทร์ 50 และเวลาฝนตกน้ำในคลองบางขวดมีปริมาณสูงล้น ท่อระบายน้ำน้ำไม่ลงทำให้ท่วมขังอยู่นาน เห็นควรลอกท่อทั้งเส้น เพื่อรองรับมวลน้ำและปริมาณน้ำฝนที่จะตก
09622,ป้ายซอยพัฒนาการ 6 และป้ายชื่อถนนพัฒนการ บริเวณมุมแยกคลองตัน ลมพัดเบี้ยวนะครับ
09623,น้ำท่วมซอยรามอินทรา39 ถนนรามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กทม. น้ำไม่ระบาย ท่วมขังทั้งวันค่ะ
09624,ซอยพระรามสอง 49 น้ำท่วมตลอด ทุกครั้งที่ฝนตกมาเกินสิบปีครับ
09625,ถนนในซอยลาดกระบัง14/2ชำรุดค่ะ จึงทำให้มีหลุมและเกิดน้ำขังเวลาฝนตก รถขับสัญจรลำบากมากค่ะ
09626,ฝนตกน้ำท่วม2 วัน ถนนช่างอากาศอุทิศตั้งแต่สี่แยกสิริสุขเข้าไปจนถึงหมู่บ้านสิริสุข
09627,แจ้งแล้วน้าท่วม ท่อระบายน้ำตัน เขตบางเขนกับโยธา โยนกันไปมา ชาวบ้านงงครับ
09628,ช่วยมา เขี่ย ต่อด้วยนะคับ เขี่ยไปเขี่ยมา มันเยอะเกิน เขี่ยไม่ไหวแล้ว เขี่ยพอให้น้ำไหลอ่าครับ ถ้าไง มาเขี่ยต่อด้วยก็ดีนะคับ มันไหลมาจากไหนไม่รุ้ เชคด้วยนะครับ
09629,คนเร่ร่อนบนสะพานเฉลิมหล้า ราชเทวี (ตรงสะพานข้ามไปปทุมวัน) ผมไม่เคยพบเห็นว่าแถวนี้มีอะไรแบบตัวด่วนนะครับ ผ่านอยู่บ่อยๆไม่เคยเห็นว่าแถวนี้มีเหตุการณ์นี้ครับ
09630,"Progress Food Processing Co.,Ltd.
 02 988 7432
 https://goo.gl/maps/v93gDZ1e4pV1y2Es5"
09631,พื้นที่บริเวณบ้านเป็นพื้นที่ตาบอด ไม่มีทางระบายน้ำ ทำให้น้ำท่วมขัง ไม่มีทางเข้า ออก ระบบสาธารณูปโภคเข้าไม่ถึง เจ้าของพื้นที่โดยรอบ ไม่ให้สายไฟผ่าน
09632,รบกวนผู้ว่าลงไปดูการทำงานของสำนักระบายน้ำด้วยครับ อาจจะมีการทุจริต และกลั่นแกล้งของคนที่เสียผลประโยชน์
09633,น้ำในซอยรามอินทรา5 แยก15 ยังไม่ลด ตอนนี้เวลา บ่ายโมงครึ่งแล้ว ซอยนี้ลดช้าตลอด
09634,พัฒนาการ 69 น้ำไม่เคยท่วมแต่ท่วมมาสองรอบแล้ว ช่วยสูบน้ำหน่อย อย่าปล่อยขังนาน
09635,นํ้าท่วมขัง หมู่บ้านสวนสน ซอย2 รามคําแหง60 ยังไม่ลดลง ฝนไม่ตกนานแล้วค่ะ ช่วยเปิดประตูระบายนํ้าด้วยค่ะ
09636,น้ำท่วมสูงถึงหน้าแข้งบริเวณซอยอ่อนนุช 53 เขตประเวศ ตั้งแต่ช่วงกลางซอยไปจนถึง ท้ายซอย ท่วมเข้าบ้านเรือนประชาชน โดยเฉพาะบ้านที่อยู่ใกล้คลองหลายหลังคาเรือน น้ำท่วมตั้งแต่เมื่อคืนจนถึงตอนนี้ก็ยังไม่ลดเลยค่ะ
09637,ถนนในซอยปานเถื่อนหลังเซเว่นเป็นหลุมเป็นบ่อลึกสัญจรลำบากมากค่ะทั้งสกปรกด้วยช่วยทีนะคะ
09638,ขอแจ้งเรื่องการให้อาหารนกพิราบสร้างความเดือดร้อนให้เพื่อนบ้านใกล้เรือนเคียงคะ ทั้งเชื้อโรค ความสะอาด และ กลิ่น
09639,"ท่านผู้ว่า กทม
  ตกนิดเดียวท่วมตามภาพแย่กว่าเดิมอีก ท่านควรอยู่ศูนย์ควบคุม บริหารองค์รวม ไม่ควร one man show ไม่ควรขึ้นมอเตอร์ไซ นั่ง taxi นั่งเรือไปตรวจงาน ให้ ผอ.เขต และ สก. รายงาน นับเป็น KPI ด้วย นี่คือบริหาร"
09640,"ฝาท่อ ไม่ได้ระดับพื้นฟุตบาท หลายฝา
 มัก สะดุด หกล้ม 
 
 อยู่บริเวณหน้าตึกแถว
 เลขที่ 29/197 และ 29/198 ในซอย แจ้งวัฒนะ 14 เขตหลักสี่ กทม
 
 และอีกช่วงหนึ่ง บริเวณริมรั้วของ รพ.มงกุฎวัฒนะ รั้วด้านติดซอย
 แจ้งวัฒนะ 14 นี้เช่นกัน"
09641,ได้รับผลกระทบเรื่อง ในหมู่บ้านมีคนจอดรถขวางทางเข้าออกเป็นจำนวนมาก ทำให้รถเข้าออกไม่สะดวก ซึ่งเป็นถนนของรัฐ แต่คนในหมู่บ้านนำรถส่วนตัวมาจอดขวางทาง จึงต้องการให้ทางเจ้าหน้าที่ตำรวจเข้ามาตรวจสอบอย่างเร่งด่วน และดำเนินให้ถูกต้องตามกฏหมาย
09642,มีน้ำท่วมขังสูง ที่ ถ.เฉลิมพระเกียรติ ร.9 ซ.38 ดอกไม้ ประเวศ บริเวณท้ายซอย
09643,ฝนตก น้ำท่วม แล้วน้ำขังบริเวณนี้จะเป็นจุดที่น้ำไม่ระบาย บริเวณอื่นแห้งแล้ว น้ำไม่ขัง จะมีแค่บริเวณนี้ที่ยังท่วมอยู่ค่ะ บริเวณซอยสีหบุรานุกิจ 9 หอเดอะไดมอนด์ 24 ค่ะ รบกวนด้วยนะคะ ขอบคุณค่ะ
09644,น้ำท่วมระบายช้ามาก เด็กๆในซอยเข้าออกไป รร ลำบาก เป็นมา3ปีแล้ว ช่วยแก้ไขหน่อยจ้าเพราะ ระบบระบายน้ำ ในชุมชนแห่งนี้ ไม่ดี
09645,ต้องการให้มาช่วยตัดต้นไม้ในหมู่บ้านซึ่งใหญ่มาก ในหมู่บ้านไม่มีนิติกูแลครับ
09646,มีน้ำท่วมขังภายในซอย พัฒนาการ 65 ค่อนข้างสูงทั้งซอย
09647,"ช่วยติดตั้งไฟส่องสว่างที่ป้ายรถประจำทางครับ
 ตอนเช้ามืด มีคนใช้บริการมาก มีคนจรจัดมาพักนอนด้วย..
 รบกวนด้วยครับ"
09648,ต้องการคืนสภาพถนนภายในซอยที่รถสามารถสวนกันได้ครับ ไม่ใช่ที่จอดรถ
09649,ซอยรามอินทรา 13 แยก 10 ตรงนี้มีการก่อสร้างมาค่อนข้างนานเเต่ยังไม่เสร็จ ถนนเป็นหลุมลึก เเละ ถนนพัง ทำให้เดินทางลำบาก ไม่เก็บงานให้เรียบร้อย รวมทั้งเวลาฝนตกจะมีน้ำเป็นแอ่งไม่เห็นหลุม
09650,นาฬิกาใหญ่ของสนามกีฬาศุภชลาสัย แห่งชาติ พระราม 1..ไม่เดินมานานร่ม 10 ปีแล้ว ..ช่วยไขลานให้ด้วย
09651,"สายไฟห้อยลงมาเเยกบรรทัดทอง ตัดพระราม 4 ตลอดเเนวเเยกนั้น ค่อนมาถึง เเยกมหานคร มีสายไฟห้อยหลายจุด 
 
 ฝากจัดการด้วยครับ"
09652,ท่อระบายน้ำรางวีอุดตัน ทำให้น้ำไม่ไหลลงท่อ น้ำเอ่อไหลเข้าท่วมหน้าบ้าน ฝั่งตรงข้ามหน้าวัดสีสุกคะ
09653,ทำไมป้ายซอยรามอินทรา 91/2 ถึงไม่มีป้ายทางการของ กทม. มาติดอะครับ
09654,ทางเท้าชำรุดรอบบริเวณสนามกีฬา ม.นักกีฬา และรั้วสนามฟุตบอลชำรุดทรุดโทรมมาก ขาดการบำรุงรักษา ทาสีกันสนิม ป้ายเชิญชวนสร้างนิสัยช่วยกันรักษาความสะอาด พร้อมถังขยะ เพราะอดีตไม่ได้ทำขาดการปลูกฝัง จึงต้องกวาดขยะมากมายทุกๆวัน ถ้าสร้างนิสัยได้งานจะลดลงมากมายครับ
09655,แจ้งต้นไม้ตายหน้าบริเวณ ปั๊มบางจากเส้นถนนราชวิถีขาเข้าตรงป้ายรถเมย์พอดีค่ะ(ก)
09656,เนื่องจากทางกทม.ปลูกต้นไม้ไว้แล้วไม่ค่อยจะมาใส่ใจดูแลในการตัดตกแต่งปล่อยให้ขึ้นรกบังการมองเห็นรถทางหน้าบ้าน เคยโทรไปแจ้งหลายครั้งแต่ก็นานมากกว่าจะยอมมาตัดให้รบกวนช่วยตรวจสอบด้วยนะคะ
09657,"สะพานลอยคนข้ามระหว่างซอยลาดพร้าว 34 และ 36 เขตจตุจักรมีป้ายบอกความสูงของสะพานที่มองไกลๆเหมือนแผ่นวัสดุก่อสร้างกำลังจะตก พอเข้าใกล้ถึงเห็นว่าเป็นป้ายบอกความสูงที่ตัวเลขจางจนมองเกือบจะไม่เห็น
 
 น่าจะเอาป้ายใหม่มาเปลี่ยนหรือถ้าเห็นว่าไม่จำเป็นก็ถอดออกไปเลย"
